Number,State,State_Code,Organization_Name,Type,Email,Phone,Website,Address,City,Zip_Code,Description
778,Tennessee,TN,The Bridge Home No Kill Animal Rescue,Rescue,info@bridgehome.org,(423) 246-2699,https://bridgehome.org,1820 Fort Henry Drive,Kingsport,37664,No-kill animal rescue serving the Tri-Cities region of northeast Tennessee.
779,Tennessee,TN,Saving The Animals Together,Rescue,info@savingtheanimalstogether.org,,https://savingtheanimalstogether.org,,Jackson,38301,Foster-based rescue reducing animals killed in Madison County. Runs monthly pet food pantry for owners in financial crisis.
780,Tennessee,TN,Friends of Campbell County Animals,Nonprofit,info@fccanimals.org,(423) 566-7387,https://www.fccanimals.org,160 Old Middlesboro Highway,La Follette,37766,"Preserves animal life through humane sheltering, promoting adoptions, fostering rescue efforts, and affordable spay/neuter."
781,Tennessee,TN,Humphreys County Humane Society,Humane Society,info@hchswaverly.com,(931) 296-1882,https://hchswaverly.com,101 Old Highway 70,Waverly,37185,"Non-profit saving abandoned, abused, neglected, and lost animals in Humphreys County."
782,Tennessee,TN,Old Friends Senior Dog Sanctuary,Sanctuary,info@ofsds.org,(615) 754-1623,https://ofsds.org,3265 Coles Ferry Pike,Mount Juliet,37122,Sanctuary providing forever home for senior dogs whose owners can no longer care for them or who have outlived their owners.
783,Tennessee,TN,Big Fluffy Dog Rescue,Rescue,info@bigfluffydogs.com,,https://bigfluffydogs.com,,Nashville,37217,"Rescues, rehabilitates, and finds homes for giant breed dogs and mixes facing euthanasia."
784,Texas,TX,SPCA of Texas,Spca,info@spca.org,(214) 742-7722,https://spca.org,2400 Lone Star Drive,Dallas,75212,"Leading animal welfare agency in North Texas. Animal Cruelty Investigations Unit helped more than 1,400 animals last year."
785,Texas,TX,Houston SPCA,Spca,info@houstonspca.org,(713) 869-7722,https://houstonspca.org,7007 Old Katy Road,Houston,77024,Houston's first and largest animal protection agency in the Gulf Coast region. Celebrating 100 years of compassion and dedication.
786,Texas,TX,Houston Humane Society,Humane Society,info@houstonhumane.org,(713) 433-6421,https://www.houstonhumane.org,14700 Almeda Road,Houston,77053,"Animal Wellness Clinic provides affordable veterinary services to pet owners in greater Brazoria, Ft. Bend, Harris, and surrounding counties."
787,Texas,TX,San Antonio Humane Society,Humane Society,info@sahumane.org,(210) 226-7461,https://sahumane.org,4804 Fredericksburg Road,San Antonio,78229,"Protects and improves the lives of dogs and cats by providing shelter, care, adoption, rescue, and spay/neuter programs."
788,Texas,TX,Austin Pets Alive!,Rescue,info@austinpetsalive.org,(512) 961-6519,https://www.austinpetsalive.org,1156 W Cesar Chavez Street,Austin,78703,Programs and work of local animal welfare organizations helped Austin save more than 90% of animals since 2011.
789,Texas,TX,Operation Kindness,Shelter,info@operationkindness.org,(972) 418-7297,https://www.operationkindness.org,3201 Earhart Drive,Carrollton,75006,"Lifesaving, no-kill animal shelter and pioneer in Texas for assisting animals."
790,Texas,TX,Texas Humane Heroes,Rescue,info@humaneheroes.org,(512) 260-3602,https://humaneheroes.org,10930 East Crystal Falls Parkway,Leander,78641,"In 2024, found homes for over 1,700 pets from across Texas. Rescues dogs and cats from overcrowded shelters."
791,Texas,TX,Humane Society of North Texas,Humane Society,info@hsnt.org,(817) 332-4768,https://www.hsnt.org,1840 East Lancaster Avenue,Fort Worth,76103,Animal shelter serving the Fort Worth and North Texas area.
792,Texas,TX,Humane Society of El Paso,Humane Society,info@hselpaso.org,(915) 532-6971,https://hselpaso.org,325 Shelter Place,El Paso,79905,Humane society serving El Paso and surrounding communities in West Texas.
793,Texas,TX,Gulf Coast Humane Society,Humane Society,info@gulfcoasthumane.org,(361) 225-0845,https://gulfcoasthumane.org,3118 Cabaniss Parkway,Corpus Christi,78415,Humane society serving the Corpus Christi and Gulf Coast region.
794,Texas,TX,Amarillo SPCA,Spca,info@amarillospcashelter.com,(806) 353-4770,https://www.amarillospcashelter.com,11901 South Coulter Street,Amarillo,79119,Non-profit no-kill animal shelter serving the community since 1988. Currently caring for about 100 dogs and 40 cats.
795,Texas,TX,Central Texas SPCA,Spca,info@centraltexasspca.org,(512) 260-7722,https://www.centraltexasspca.org,909 South Bagdad Road,Leander,78641,Small non-profit adoption center that rescues dogs and cats at risk of euthanasia from high-kill shelters.
796,Texas,TX,DFW Humane Society,Humane Society,info@dfwhumane.com,(972) 721-7788,https://dfwhumane.com,4140 Valley View Lane,Irving,75038,Humane society serving the Dallas-Fort Worth metroplex.
797,Texas,TX,Rescued Pets Movement,Rescue,info@rescuedpetsmovement.org,(713) 533-4070,https://rescuedpetsmovement.org,5707 Louetta Road,Spring,77379,"Saves homeless pets from shelters, rehabilitates them, and transports them to loving forever homes across the US and Canada."
798,Texas,TX,Austin Animal Center,Animal Control,animalservices@austintexas.gov,(512) 978-0500,https://www.austintexas.gov/austin-animal-center,7201 Levander Loop,Austin,78702,City of Austin's animal services providing comprehensive humane services and innovative feral cat program.
799,Utah,UT,Humane Society of Utah,Humane Society,info@utahhumane.org,(801) 261-2919,https://www.utahhumane.org,4242 South 300 West,Murray,84107,"Animal shelter/clinic offering affordable spays/neuters and vaccinations, pet adoptions and rehoming, and training."
800,Utah,UT,Best Friends Animal Society - Salt Lake City,Rescue,info@bestfriends.org,(801) 574-2454,https://bestfriends.org/salt-lake-city,2005 South 1100 East,Salt Lake City,84106,"Leading No-Kill Utah initiative. Foster-based pet adoption center taking in over 2,500 animals yearly including neonatal kittens, dogs and cats."
801,Utah,UT,Salt Lake County Animal Services,Animal Control,animalservices@slco.org,(385) 468-7387,https://www.saltlakecounty.gov/animal-services,511 West 3900 South,Salt Lake City,84123,"Premier animal service agency in Utah serving Bluffdale, Holladay, Midvale, Millcreek, Murray, Salt Lake City and surrounding metro townships."
802,Utah,UT,Humane Society of Northern Utah,Humane Society,info@humanesocietyofnorthernutah.com,(801) 393-2367,https://www.humanesocietyofnorthernutah.com,2065 West 4600 South,Roy,84067,"501(c)(3) nonprofit established in 2008. Provides emergency medical, pet adoptions, and pet education. Partners with South Ogden Animal Shelter."
803,Utah,UT,Weber County Animal Shelter,Animal Control,animalservices@co.weber.ut.us,(801) 399-8244,https://www.webercountyutah.gov/Animal_Shelter,1373 North 750 West,Ogden,84404,"Working to become a No-Kill Community, valuing each individual animal's life and providing compassion and care."
804,Utah,UT,South Utah Valley Animal Shelter,Shelter,info@suvas.org,(801) 465-5220,https://www.suvas.org,1305 West Spring Lake Road,Payson,84651,"Serves animals and residents of southern Utah County including Elk Ridge, Mapleton, Payson, Provo, Salem, Santaquin, Spanish Fork, Springville, and Woodland Hills."
805,Utah,UT,Cache Humane Society,Humane Society,info@cachehumane.org,(435) 753-6270,https://cachehumane.org,2370 West 200 North,Logan,84321,"Local no-kill, nonprofit animal shelter offering affordable spays, neuters, and vaccinations."
806,Utah,UT,Paws For Life Utah,Rescue,info@pflu.org,(435) 654-4500,https://pflu.org,1544 South Highway 40,Heber City,84032,"Rescues over 1,500 shelter pets yearly. Finds loving homes for every adoptable pet that enters their program."
807,Utah,UT,PAWS - Providing Animals With Support,Rescue,info@stgeorgepaws.org,(435) 688-9748,https://stgeorgepaws.org,1125 West Sunset Boulevard,St. George,84770,"501(c)(3) nonprofit, no-kill animal rescue since 2002. Has rescued over 25,000 cats and dogs."
808,Utah,UT,St. George Animal Shelter,Animal Control,animalservices@sgcity.org,(435) 627-4350,https://sgcityutah.gov/departments/police_department/divisions/administrative_services_division/animal_services.php,605 Waterworks Drive,St. George,84770,City-owned animal shelter playing pivotal role in making Utah the first no-kill state in the West.
809,Utah,UT,Nuzzles & Co,Rescue,info@nuzzlesandco.org,(435) 649-4808,https://nuzzlesandco.org,1000 Snow Creek Drive,Park City,84060,Animal rescue organization serving Park City and Summit County area.
810,Utah,UT,Underdog Animal Rescue and Rehab,Rescue,info@underdogsalc.com,(801) 893-7644,https://underdogsalc.com,,Salt Lake City,84115,Animal rescue and rehabilitation organization serving the Salt Lake City area.
811,Utah,UT,Utah Animal Adoption Center,Shelter,info@utahpets.org,(801) 803-0200,https://utahpets.org,765 South Main Street,Salt Lake City,84111,Animal adoption center serving the Salt Lake City metropolitan area.
812,Utah,UT,Cache County Animal Services,Animal Control,animalservices@cachecounty.gov,(435) 755-1432,https://www.cachecounty.gov/sheriffs-office/animalservice,1225 West Valley View Highway,Logan,84321,"Provides and promotes the most caring and humane treatment for animals, striving to be at the forefront of resources for stray and abandoned animals."
813,Utah,UT,Utah County Animal Shelter,Animal Control,animalservices@utahcounty.gov,(801) 851-4080,https://www.utahcounty.gov/Dept/AnimalServ,2630 West Geneva Road,Provo,84601,County animal shelter serving Utah County and the Provo area.
814,Virginia,VA,Richmond SPCA,Spca,info@richmondspca.org,(804) 643-6785,https://richmondspca.org,2519 Hermitage Road,Richmond,23220,"Founded in 1891, no-kill humane organization. Rescues, treats, rehabilitates and adopts about 4,000 homeless animals yearly. Maintains transport partnerships with over 60 groups."
815,Virginia,VA,Virginia Beach SPCA,Spca,info@vbspca.com,(757) 427-0070,https://vbspca.com,3040 Holland Road,Virginia Beach,23453,"Partner in animal welfare in Hampton Roads since 1966. Serves over 11,000 clients annually for veterinary care. Provides shelter to approximately 3,000 homeless animals yearly."
816,Virginia,VA,Norfolk SPCA,Spca,info@norfolkspca.com,(757) 622-3319,https://norfolkspca.com,916 Ballentine Boulevard,Norfolk,23504,"One of the nation's oldest animal welfare organizations serving Hampton Roads. Rescues, rehabilitates, and rehomes pets. Operates veterinary clinic."
817,Virginia,VA,Animal Welfare League of Arlington,Rescue,info@awla.org,(703) 931-9241,https://www.awla.org,2650 South Arlington Mill Drive,Arlington,22206,"Founded in 1944, provides animal adoption and community programs to Northern Virginia and D.C. metropolitan area. Provides animal rescue and control services."
818,Virginia,VA,Humane Society of Fairfax County,Humane Society,info@hsfc.org,(703) 385-7387,https://hsfc.org,4057 Chain Bridge Road,Fairfax,22030,"Since 1965, helping rescue and protect animals from abuse, neglect, abandonment, and cruelty. Fosters humane treatment through education and adoptions."
819,Virginia,VA,Fairfax County Animal Shelter,Animal Control,animalservices@fairfaxcounty.gov,(703) 830-1100,https://www.fairfaxcounty.gov/animalservices,4500 West Ox Road,Fairfax,22030,Fairfax County's official animal services organization.
820,Virginia,VA,SPCA of Northern Virginia,Spca,info@spcanova.org,(703) 799-9390,https://spcanova.org,,Alexandria,22302,"Volunteer-run, non-profit organization that rescues and finds homes for hundreds of cats and dogs each year."
821,Virginia,VA,Chesapeake Humane Society,Humane Society,info@chesapeakehumane.org,(757) 546-5355,https://chesapeakehumane.org,312 Battlefield Boulevard North,Chesapeake,23320,Humane society serving Chesapeake and the Hampton Roads area.
822,Virginia,VA,Roanoke Valley SPCA,Spca,info@rvspca.org,(540) 339-9247,https://rvspca.org,1340 Baldwin Avenue NE,Roanoke,24012,"Community resource for pet adoption, retention, and education in Virginia's Blue Ridge. Since 1916, nonprofit since 1958."
823,Virginia,VA,Charlottesville-Albemarle SPCA,Spca,info@caspca.org,(434) 973-5959,https://caspca.org,5533 Berkmar Drive,Charlottesville,22901,Offers Fido Field Trips program and features free-roaming cat rooms. Serves Charlottesville and Albemarle County.
824,Virginia,VA,Richmond Animal League,Rescue,info@ral.org,(804) 353-7287,https://ral.org,11401 International Drive,Richmond,23236,"Area's oldest non-profit no-kill organization founded in 1979. Provides care to over 1,700 companion animals yearly."
825,Virginia,VA,Humane Society of Northern Virginia,Humane Society,info@humanesocietynv.org,(571) 364-6610,https://www.humanesocietynv.org,4078 Prince William Parkway,Woodbridge,22192,"Powered by Advocates for Abused and Abandoned Pets (A3P), 501(c)(3) charitable animal rescue organization."
826,Virginia,VA,Virginia Beach Animal Care and Adoption Center,Animal Control,animalcontrol@vbgov.com,(757) 385-4444,https://vbacac.com,341 South Birdneck Road,Virginia Beach,23451,Organization devoted to helping pets and owners of Virginia Beach.
827,Virginia,VA,Henrico Humane Society,Humane Society,info@henricohumane.org,(804) 515-6537,https://henricohumane.org,,Henrico,23233,"All-volunteer, foster-based, non-profit organization rescuing dogs and cats across Central Virginia."
828,Virginia,VA,Lucky Dog Animal Rescue,Rescue,info@luckydoganimalrescue.org,,https://luckydoganimalrescue.org,,Arlington,22203,Nonprofit organization that provides Community Awareness and Rescue Events (CARE) in Northern Virginia.
829,Vermont,VT,Humane Society of Chittenden County,Humane Society,info@hsccvt.org,(802) 862-0135,https://www.hsccvt.org,142 Kindness Court,South Burlington,05403,Humane society serving Chittenden County and the Burlington area.
830,Vermont,VT,Central Vermont Humane Society,Humane Society,info@centralvermonthumane.org,(802) 476-3811,https://centralvermonthumane.org,1589 VT Route 14S,East Montpelier,05651,"Saving lives for over 50 years. Serves Washington and Orange counties, rescuing over 1,000 dogs, cats and small furry pets yearly."
831,Vermont,VT,Rutland County Humane Society,Humane Society,info@rchsvt.org,(802) 483-6700,https://rchsvt.org,765 Stevens Road,Pittsford,05763,Dedicated to advocating for and working towards a responsible and humane community. Provides shelter and adoption opportunities.
